objectives;is_feasible;variables;evaluation_time
[3.7138525920000083, -2.3799314];True;[-2.2856921319413734, -1.5586733477652404, 2.521590433392551, -2.587189291184969, 1.5128760705562527, 2.7000862524244598, 1.6020085178282901, 0.6864432987702003, -1.7107562222319093, 3.856928818619185];130.62455150007736
[3.7981938960000017, -2.4999999999978018];True;[-3.445748690608105, -1.21684096209664, 0.2473190839903694, 3.8492053326909, 1.4234120552783889, -3.958429289493748, 2.238480501054391, 4.674604447843354, 1.8736195882735904, 2.956722139097975];133.49780799995642
[3.5463858480000026, -2.3706272];True;[-0.6291220674450546, -1.1247993095483877, 0.3415837855887558, 3.417516158441737, -2.095562487418107, -3.0837300337577256, -4.487361531467323, -0.222702744386444, 0.5809109849636211, 4.287796207805783];134.7090717999963
[3.4490322720000104, -1.9677525999999999];True;[-2.153090491252563, -3.1685693662045553, 1.5380428739395153, -2.814700199648917, 4.514990423932284, 4.780166930192703, -4.240368216965321, 0.4988743457671605, -3.6074541946367433, -2.870467018082219];137.4139664999675
[3.6183557520000074, -2.499999999997576];True;[1.1746115015120306, -4.862030001204424, 3.726971554953151, 2.190158069706202, 1.3643061144105335, 1.2130358840958095, 0.6434472101895663, -3.231405683283042, 2.8522523088309537, -4.754891713656331];137.41157329990529
[3.7533132000000107, -2.499999999999357];True;[0.49186249336294985, -2.8318761580405463, 3.713099765357807, -1.5130842392576072, 0.92921483954599, -1.1290917611879578, -0.17108767952597148, 2.606428951806649, 3.935828497007803, 0.5331941528719364];137.03602810006123
[4.028452272000008, -2.4999999999959917];True;[2.728308072631341, 3.2181028923894885, 3.1202600255674326, 4.62202812120092, -4.515598717928687, -2.0186428843600837, 4.779192926647376, 2.6399797578241664, 4.8407824007188776, -0.11200983806446807];133.1517382999882
[3.4055957520000013, -2.4999999999974913];True;[4.252579891060055, -2.538102332029424, -4.322424468501474, -1.1884887943479718, -4.375559271725389, 0.520082993244813, 0.0978417147856172, -3.2346634464685717, 4.047932292895979, -2.7927097176160554];133.05728810001165
[3.4851379680000125, -2.42774489];True;[1.72587841191101, 0.9110622368928674, -2.8099402083333036, -1.79531429022455, 0.7586462012582418, -4.762689447035877, 1.496936493706304, -0.052256230055006014, -4.036160679421171, 2.7128168418013674];139.5022390000522
[3.271121496000007, -2.4999999999972395];True;[-1.1177281553047758, -2.0218583200731945, -2.2737719741815132, 2.2130341794900135, -1.7344034606672976, -4.859306795092734, -2.752543423020488, -4.406893720056946, 2.8340683717328297, -1.6398103288114285];138.2352809999138
[3.5552269440000117, -2.4999999999990545];True;[-2.7066621463997187, -3.8116938576016324, 1.5172746471917362, -3.1813231925737986, -2.2177004265104405, -0.11721079904680565, 3.3925792207784244, 3.798751846562551, 2.241557729084036, -1.5217479585471683];139.49543950008228
[3.4615263600000086, -2.499999999999573];True;[1.9991241419829162, -1.1433823620342096, -3.4831677072237124, -1.9138872391064519, -0.6787037035923191, 1.5191209919204294, 4.256549146984584, -4.749737880274846, -4.859668293492012, 2.109608740774174];146.0003003999591
[3.4693706160000004, -2.4999999999984706];True;[-2.2524593143373375, -1.3269026148782617, -2.494867206607597, 0.49894193505204765, 2.6876045349434, 1.7915926087447005, -0.27374249100882864, -1.8873466640930516, 0.5612002285687323, -3.885034726184231];146.28185839997604
[3.6092308320000015, -2.499999999995156];True;[0.10580856241291059, 3.8327983506955388, -0.673879086251155, -2.157569383836131, -1.1598622664127523, -4.582847542643494, -4.3818612264753245, 3.502597128625336, 2.5825416304421935, 2.8262515519020157];149.32942700001877
[3.6269804160000003, -2.499999999997189];True;[2.3126237525916267, 2.9304133048551293, 1.7711703188364334, 2.1792576297442823, 2.1185876357104068, -0.7533718005473187, -3.6785651139719566, -3.644027822367417, 1.518155211904725, -4.038460207397221];149.77848280000035
[3.500835336000013, -2.0789942];True;[1.488182151728818, -3.429355019302408, 1.6751603044940433, 2.7330950471241087, -2.1905091692591947, 1.8887811766022278, -3.8048721413563955, -2.948811134464319, -1.961990300658086, 1.4260311104368375];151.12696540006436
[3.833741448000014, -2.3881843];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.350684556886499, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 3.7756376222935, -4.36869388406513];149.75094240007456
[3.786847848000013, -2.4999999998777334];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.748391843104779, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];149.67776050011162
[3.612204720000012, -2.494189445];True;[3.445633959162338, 4.20817546840569, 0.41278925636895725, -4.384031550389793, -2.3598239126371565, -0.07101090505629593, 2.6707045797487963, -2.4132024318227883, -4.362490660475956, 2.8849522893991733];151.79365960008
[3.240777816000004, -1.057607];True;[-3.976256725063961, -3.7827241903247177, -3.5372543304486923, -1.8758869238426366, 4.73314409293789, 4.084662514329258, -0.47241529997024934, -4.62146051329257, -3.008602150315901, -4.7072245525844085];160.83875280001666
[4.027734936000005, -2.4999999999990883];True;[-1.7259839014835898, 4.778323147034454, -2.3790670571365427, 1.846774939525253, 4.649544598669413, 3.875313388926932, 3.1200102284489066, 1.3734322713413967, 1.3054743224035006, 2.4253984884066773];146.34701010002755
[3.598257816000011, -2.4999999999986033];True;[-0.8481021856966287, -4.748407487259316, -3.2382657424087755, 3.9937084532640057, -4.77533071207671, 2.525059175902191, 3.697162506743311, -0.13168310421302998, 1.3207740657104017, 1.5911307815025886];146.51089809997939
[3.740782392, -2.0447172];True;[4.0671719849340775, -4.839510160273017, -1.2794652118092809, 1.8220076054401613, 0.7728331066497045, 1.6584773366957686, 3.8566285605436583, -3.4359190150202834, 1.3583543949588561, 2.003794394861485];153.39691179990768
[3.4834542480000064, -2.499999999999355];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7721892338163556, 2.447878188966639, -0.7020241648487682, -1.4211405676650148, 2.717861147756894, 0.009564954321932717, 0.4704580430937586];149.66567650006618
[3.332648448000006, -2.499999998678885];True;[2.3547859817921424, -3.518562934792666, -4.964434187858894, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.7799811515991886, -1.101245923661148, -3.5592448798906684, 3.160867444971087];154.90601570007857
[3.6473369040000008, -2.499999999999336];True;[-4.519571248567285, 0.830541374759707, -1.0173231982295583, -2.2387757247958096, 2.7119609572833614, -1.1504617988877253, 2.6788554890444596, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];150.68362270004582
[3.690569520000006, -2.4999999999968505];True;[4.133951284123416, 1.399968179428928, 3.16536475998155, 0.03141524356503034, 2.6571454223169324, -0.8063259413394599, -3.609969747394859, 0.1776810595113787, -3.658111215280573, 0.16856092604265527];156.0436571999453
[3.5591317920000005, -2.0347189];True;[-4.186054604678272, -1.3636235789004525, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.7902216166945504, -2.003000507293573, 3.941300125546878, -4.549629939333062];153.3226108000381
[3.1711603680000118, -2.499999999998406];True;[-4.1738793270607575, 2.6067569029414317, -4.146840803080641, -4.302932562391972, -4.744646086583413, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];154.4733846000163
[3.7152753840000026, -1.9711903];True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];155.24748040002305
[3.7849723200000103, -2.4999999999998166];True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];150.6100626999978
[3.6879267600000016, -2.499999999997893];True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];151.8443262000801
[3.983366808000002, -2.499999999999271];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];149.673774600029
[3.517028640000003, -2.137269];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];149.22725839994382
[3.757036392000007, -2.1284139];True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];149.51415469998028
[3.364482528000007, -2.1390143];True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];153.67004120000638
[3.732857136000009, -2.499999999996627];True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];149.03506759996526
[3.4349469120000116, -2.4999999999870894];True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];150.82961070002057
[3.9923606160000014, -1.7284229];True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];147.65999179997016
[3.386486016000001, -2.4999999999979616];True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];141.5492112999782
[3.4840933920000094, -2.499999999999105];True;[-2.2023301202351897, -2.3835282512792366, -4.0934943488877105, -0.7838130775289123, 2.4395457506087608, -0.7020241648487682, -1.4211405676650148, 2.767391658191786, 0.009564954321932717, 0.4704580430937586];147.516735500074
[3.5633373120000087, -2.1245739];True;[1.4828024713333183, -3.5172987502639113, 1.7695341878957598, 2.1524705210254744, 1.9966434498704286, 1.8423916657704913, -3.8048721413563955, -3.6570205961167432, -1.9668253166459524, 1.4715140709860348];152.0602861000225
[3.6693652320000103, -2.3485526];True;[-4.186054604678272, -1.3636235789004525, 3.9679659911077994, 1.8593772319670445, 0.14908408211784518, -1.6620049552884306, 3.135522346628891, 1.36267103858575, 3.941300125546878, -4.526221946820901];155.54644300008658
[3.343138920000002, -1.7338324];True;[-4.256046170750224, -3.8840331768784604, -3.5372543304486923, -1.8365955671272784, 4.73314409293789, 4.57483293409706, -0.47241529997024934, -0.030860019870264654, -3.008602150315901, -4.7072245525844085];155.5760164000094
[3.2976154080000124, -2.4999999999987375];True;[0.5122282532675815, -1.3347581496128507, 0.7292801550176239, -1.3388192447907392, -4.460918763574891, 1.1582787458385713, -4.998045931443109, 1.9954502201730033, -3.5312984608876077, -3.2640218916564887];155.98964839999098
[3.625088040000002, -2.4998065309];True;[-3.597301041265343, 3.2023749828422408, 3.1660019034354665, 0.48639284112370795, -3.918423053353022, -1.9856763684748708, -0.8423060784319056, 2.6629814664865967, 2.3345536370515476, -0.8804277099195374];152.14206460001878
[3.7585099440000103, -2.4999999999989426];True;[1.042273701131747, 1.1014924159178727, 3.713099765357807, -1.6392366452801501, 0.92921483954599, -1.2363694389590578, -0.17108767952597148, 4.637052542543657, -0.09611292391077053, -1.4752473299831876];147.60044899990316
[3.3295998240000095, -2.499999999996558];True;[-3.0183473761336908, 2.6123165148629206, -4.168142238808649, -4.481473781821958, 1.5531164249732714, 2.9070156992581175, -3.0894250484415595, -3.996723290616724, 1.4134115989155251, -2.783566535766062];152.96664290002082
[4.022741232000013, -2.0760351];True;[0.06403206650023119, 3.792363586427525, 4.8919865034593535, -1.081685208780513, 4.010492157072475, -0.32353972002783493, -2.8921517495534435, 4.784551980007569, 0.9803552596871166, 4.811601478735149];152.8399628000334
[3.3675477840000023, -2.4999999999363096];True;[1.147738128767838, -3.518562934792666, -4.964434187858894, 1.9671643000813195, -1.659555454518875, -2.6791025943205913, -0.10455810787728748, -1.08533705721649, -3.5592448798906684, 3.160867444971087];155.25761550001334
[3.9105817200000006, -2.4999999999995834];True;[1.8268908929143253, -1.2089101694391506, 0.2473190839903694, 3.8492053326909, 1.4234120552783889, -3.9022200844573254, 2.238480501054391, 4.770710077255041, 1.8736195882735904, 2.726960174856686];151.91772169992328
[3.3563766960000017, -2.1574239];True;[-0.5888363445700564, -3.047132762535014, -2.099413949106644, -2.6346896093527246, -1.2772646947712691, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];151.4615251000505
[3.3270860160000137, -1.9562325];True;[3.0434096400603163, -3.2345677182236523, -2.456547214625851, -3.863380069769944, 4.269709556665202, -0.46783638106441916, -3.274162348160891, -3.911504918621478, -3.7695600497113952, 0.4961925472028632];153.9463354999898
[3.476437056000009, -2.4999999999978253];True;[-0.3880348112250147, 1.2754751179683095, -2.6001563228597115, 1.1811781565000725, 2.6540104205538047, 0.7497602750871748, -3.115491843802307, -4.622271214363864, 1.3952437861874216, -2.783566535766062];153.30202639999334
[3.527888256000006, -2.2070572999999998];True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.8560419342067227, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];154.97375000000466
[3.836636064000004, -1.348097];True;[0.5538679051319448, -1.3994066918922088, 1.8253514677148566, 3.2250882993323264, -4.47706843880165, 4.971694231141706, 4.109882629417527, 1.9460759992814447, 4.03524286900091, -4.36869388406513];152.0031165999826
[3.386001744, -1.9137262000000002];True;[-2.1990054244806765, -2.671823495820589, -2.424492476937731, 3.775039535141023, 0.8129250757685913, -3.935582148887806, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];155.8028873000294
[3.7457063280000034, -2.3944983];True;[-3.9124996083090053, 0.8202037790856529, 2.571500981306252, -2.2387757247958096, 2.7100745492880884, -1.1504617988877253, 3.049312937339465, 3.9500981791450247, 1.2052166677363392, -0.7923503359420412];150.24308749998454
[3.1698196560000085, -2.4999999999980362];True;[-4.1738793270607575, 2.6067569029414317, -4.203102166619942, -4.302932562391972, -4.750420862055973, 2.397797029930447, 2.746942906496761, -3.592173845424247, -2.3184266938833256, -4.859642145097199];157.05337850004435
[3.023488944000008, -2.4999999999980473];True;[-4.118192066878784, -3.444172586651664, -4.965345677952291, -0.2596538508380819, -1.659555454518875, -2.5837188208200956, -0.8387821487651475, -0.9257328625832593, -3.810740306076679, -4.6177833430428965];160.13352360005956
[3.774152448000001, -2.499999999766626];True;[-4.472707930786179, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, 2.8685635533670792, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0111575247415001, 3.6521531908932197];151.1082088999683
[3.7483132320000054, -1.6335152];True;[0.49186249336294985, -3.1674342543146015, 3.732028867996638, -1.5130842392576072, 0.92921483954599, -1.1290917611879578, -0.08594340485085317, 2.606428951806649, 3.935828497007803, 0.5331941528719364];144.88337100006174
[3.9926237040000117, -2.4999999999991793];True;[0.7298053992008293, -2.029634332892644, -2.3790670571365427, 1.8918367498310387, 4.649544598669413, 3.5682830576519287, 2.545291894484752, 4.920368501192639, 1.3054743224035006, 2.441806090196316];147.1511466000229
[3.076007400000011, -1.8626749999999999];True;[-1.1432591516214172, -4.099926433334048, 0.7295120211926616, -1.9120260119919, -1.6633710288116434, -4.879827484373078, -2.750016316939343, -2.1173400077445836, -3.626785460444787, -3.329197534740975];156.78436930000316
[3.5645086800000088, -2.4999999999988396];True;[2.318003432987126, 3.018634627074384, 1.676796435434717, 2.7598821558429165, -2.0685649627064837, -0.7069822898661022, -3.6785651139719566, -2.9358183607147286, 1.5229902322116102, -4.082828547959543];155.1772789999377
[3.89500423200001, -2.499999999998349];True;[-1.7259839014835898, 4.778323147034454, -2.1355824609296428, 0.12103071206684313, 3.5959702986376656, 3.984461979503442, 2.774709498514566, -1.9922392708677397, 1.3054743224035006, 2.41810115957868];150.5783636000706
[3.539045088000001, -2.499999999997012];True;[-1.6001085585399002, -1.5548678516281433, -2.471125170227537, -1.9050929036335167, 3.457014277351215, -0.5251585189677019, 3.00957938959227, 2.239481482267162, -3.985027465169164, -0.020007930995955547];155.32839779998176
[3.6350311680000136, -2.4999999999983835];True;[4.402163995911954, 1.5017563544972914, 3.16536475998155, -0.007876113148045816, 2.6571454223169324, -1.318395140792716, -3.898307147631562, -4.4155969148428085, -1.1663361280668094, 0.16856092604265527];158.49764279997908
[3.66919502400001, -2.4999999999983977];True;[-2.282063362842261, -4.164534707156092, 1.8255833338898935, 2.7774513156598406, -1.6792435947851967, 4.997412655092355, 4.972897878174972, -3.184301141988195, 3.7756376222935, -4.36869388406513];154.69718030001968
[3.8525012640000105, -2.097642];True;[2.728308072631341, -1.7373069658180227, 3.1202600255674326, 4.62202812120092, -4.522330706602524, -0.2673657347537247, 4.907760914729304, -2.3096180702258295, 4.72680119731749, -0.11200983806446807];152.82993420003913
[3.620964816000008, -2.4999999999997757];True;[-4.1738793270607575, 1.2003944713099766, 4.479570922981685, 1.3711623999276124, -4.478183528712117, 2.397797029930447, 2.7208984360110664, 4.097575503108504, -2.3184266938833256, -4.859642145097199];153.94868949998636
[3.694344768000013, -2.49999999999819];True;[-4.504001170282338, 1.8524853349306771, 1.7898367101195989, -0.17092919914999616, -1.3921697046416814, 3.6211298507632375, -2.9113946279416334, 0.21262622756055904, 4.52716487299624, 0.8097323854623837];152.51473579998128
[4.032750888000009, -2.499999999997429];True;[4.297313712224941, -2.7078658775970066, 4.008139507557555, -1.510447805642281, 0.660032886070713, 3.237552040898274, 2.5253109022790827, 2.534478553635383, 3.8901352955430335, 2.5667900907703105];145.7461451999843
[3.5906431680000073, -1.7060588];True;[2.381659354536246, -4.862030001204424, 3.440440542538968, -0.036660081375914366, 1.3643061144105335, 1.15915619045226, 0.6434472101895663, -3.247314541497299, 2.8522523088309537, -4.661755224255416];155.97920969990082
[3.3639328080000004, -2.499999999996429];True;[-3.546640438545162, 0.5194470586807034, -2.8099402083333036, -1.79531429022455, 0.7586462012582418, -4.762689447035877, 1.496936493706304, -0.18072643500924412, -4.084660708506213, 2.9425788060426563];154.92188549996354
[3.34572271200001, -2.499999999998034];True;[-4.0594860329744495, 2.272608359662813, -2.4095627964000554, -2.7221086271423918, 2.8773161421174396, 0.7747306635110887, -3.4904402616894203, -4.7044018553283244, 0.6166467306937697, -1.4607453325205366];154.52238129999023
[3.5760102480000002, -2.499999999999143];True;[-1.4048000583495326, -1.5150240516599223, -2.7966811766479216, -1.9167167473460758, 3.448681838997336, 1.2978195989405008, 3.00957938959227, 2.239481482267162, -3.9862961526777836, -0.020007930995955547];155.18541379994713
[3.6231682320000127, -2.499999999999204];True;[-2.5783389540652495, -3.5500991380535942, 4.625364941042947, -2.717692454729883, 1.700124367133639, 2.931986085851051, -3.4904402616894203, 3.941211493574233, 1.1378880180986362, -1.4607453325205366];152.732367800083
[3.9763522080000087, -2.49999999999881];True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.16974718554193347, -1.7536194121801953];153.58101279998664
[3.7914166800000064, -2.499999999997241];True;[-2.3099140329406795, -3.7358717073869583, 2.8344497316060906, 2.7685593404184914, 0.02048660488495191, 4.95991478310868, 3.711195867364852, -0.15901046840212274, 3.307065002073154, -3.068330313643898];153.98814140004106
[3.828051360000001, -2.3789718];True;[-3.445748690608105, -1.21684096209664, 0.2473190839903694, 1.7498109963300754, 1.4234120552783889, -0.476766745586366, 2.238480501054391, 4.674604447843354, 1.8736195882735904, 2.956722139097975];151.33886300004087
[3.352285008, -2.499999999996624];True;[4.252579891060055, -3.217607400609872, -4.322424468501474, -1.1884887943479718, -4.375559271725389, 0.21371953328029814, 0.0978417147856172, -4.716864368730688, 4.047932292895979, -2.7927097176160554];153.32852980005555
[3.984645312000004, -2.4999999999997295];True;[-1.303735812689263, 4.222579016535582, 4.8919865034593535, -0.17217679779880335, 4.223388620157127, -0.32353972002783493, -3.7246731223056537, 4.252338949668815, 4.504955437962639, 0.7032081616921593];156.07845010003075
[3.639389400000012, -2.499999999998487];True;[-2.116670898246441, -1.548335752078555, -1.067233844462799, -2.587189291184969, 1.5147624785513027, 2.7000862524244598, 1.5622140822059236, 0.6864432987702003, -1.7107562222319093, 3.856928818619185];151.80410810001194
[3.8692717200000115, -2.499999999997922];True;[2.28979536335445, -1.4380138964362723, 4.214591228588061, 0.13363300450941296, 0.14908408211784518, -1.5519043241426864, 2.849022270893885, -2.003000507293573, 4.020088485856496, 3.269651141204183];156.42969539994374
[3.3795463680000024, -2.4999999999987135];True;[-2.2524593143373375, -1.3269026148782617, -2.494867206607597, 0.49894193505204765, -1.573131239584786, 1.594290239808281, -0.27374249100882864, -1.8873466640930516, 0.5541228835942851, -3.578425678211158];153.0022265999578
[3.3517031040000007, -2.499999999994601];True;[-2.298172020560405, -1.8107642982312124, -2.2737719741815132, 2.2130341794900135, -1.7344034606672976, 1.373820974723376, -4.81368914383752, -4.38137231221029, 3.2713738500266087, -1.5746346839005763];152.95404910005163
[3.445849944000004, -2.499999999997554];True;[-2.153090491252563, -2.8330112699305, 1.5191135591431246, -2.814700199648917, 4.134980144853928, 4.780166930192703, -4.324337516834176, 0.4988743457671605, -3.6074541946367433, -2.870467018082219];152.38525729998946
[3.7085668560000036, 0.16686999999999985];True;[-1.9004899071999246, 4.732733053616446, 0.9177515188120013, 0.6444297025023281, 4.89993684682746, -4.6769654443273465, 3.1251883941976186, 1.3340850322581421, -2.6329829773214772, -1.9508128131155684];149.96708680002484
[3.3577990560000046, -2.4999999999878555];True;[-0.31992824690223975, -3.471065401555077, -3.5102280449187298, -2.717692454729883, 3.5361298369235747, 0.6884993609869166, -0.4035121965330246, -4.7044018553283244, 0.6166467306937697, -1.4607453325205366];141.95643879997078
[4.009199328000007, -2.4999999999991696];True;[-1.303735812689263, 4.222579016535582, 4.8919865034593535, -0.17217679779880335, 4.223388620157127, -0.32353972002783493, -3.0073789241498114, 4.252338949668815, 4.924398846337985, 0.7032081616921593];152.90690709999762
[3.1434752160000023, -2.4999999999972466];True;[-2.374870817614158, -3.9342792666258433, 0.7295120211926616, -1.9120260119919, -1.785507589060478, 1.2552924084254595, -4.75756341746043, -2.091865827536804, -3.5312984608876077, -3.2661335225436776];155.06033660005778
[3.6829209600000024, -2.499694171];True;[3.062931590415067, -2.8229423349072906, 3.713099765357807, -1.5130842392576072, 0.92921483954599, -0.47683965800762484, -0.07132372236163009, -3.9468873215127758, 3.935828497007803, 0.495634228160702];156.6725040000165
[3.3222923280000067, -2.499999999997611];True;[-2.2768917511831144, -2.0218583200731945, -2.269262622822909, 2.2130341794900135, 2.297836987759345, -4.859306795092734, -2.909369989553843, -4.43502630682676, 2.510479035826134, -1.6398103288114285];158.5758852000581
[3.375447768000001, -2.4999999999982667];True;[2.3547859817921424, -4.132480628577188, 0.8523693321386152, -0.2596538508380819, -1.659555454518875, -4.954859840328872, -0.7799811515991886, -1.101245923661148, -3.560589109093236, 2.311946354469634];166.2197156000184
[3.346345008000004, -2.1498505];True;[-2.2023301202351897, -2.3835282512792366, -4.588171653524028, -4.305448247923558, 2.4395457506087608, -0.7555460753977525, 2.4627972772764046, -3.4239522454012397, 0.009564954321932717, 0.4704580430937586];151.58082289993763
[3.8536203600000043, -2.4999999999974394];True;[0.7298053992008293, -2.029634332892644, -2.445331868374657, 1.9245290585371955, 4.649544598669413, -2.7230300145608637, 2.545291894484752, 4.920368501192639, 1.3054743224035006, 2.331347494719522];152.19285840005614
[3.7123133760000036, -2.4999999999959335];True;[-3.0183473761336908, -2.320076092961588, 4.762455966493864, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.1763410681561313, 3.9766685944546296, 1.3484419417403282, -2.783566535766062];151.45776009990368
[3.3123209040000074, -2.4999999999973745];True;[-2.2524593143373375, -1.3974317207825706, -2.768945504186088, 1.0514145006835292, -1.573131239584786, 1.5962645347852136, -3.362645716681693, -1.8873466640930516, 0.3209049789065681, -3.578425678211158];155.2285860000411
[3.0455453520000093, -2.4999999999970233];True;[-4.361500453657192, 2.4908306570407777, -2.5117904744733806, -2.717692454729883, -4.8001509028565845, 0.7747306635110887, -3.3250151448510765, -4.769224294545451, -2.3623526900856646, -4.620362283592345];157.43795129994396
[3.3722062560000015, -2.499999999986441];True;[-4.041964393725603, 2.330561777499171, -2.7883475885662254, -2.7221086271423918, 2.8778412104381994, 0.7747306635110887, -3.35702211587762, -4.7044018553283244, 0.6166467306937697, -0.06526179849194835];151.96324760001153
