eval_id;objectives;objectives_maxspace;cv;is_feasible;variables;evaluation_time;algorithm_time;workdir
15;[3.2747697360000076, -2.499999999998084];[-3.2747697360000076, 2.499999999998084];0.0;True;[-1.2295749148632815, 2.7436179576375554, -3.391766858302472, -2.7789592145966924, 4.176679973403505, -4.654702266242488, -3.3848872788738937, -4.650425123479191, -3.48359427914552, 1.0633359515890115];174.5589691;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_130721
16;[3.6343628640000123, -2.4999999997049267];[-3.6343628640000123, 2.4999999997049267];0.0;True;[-4.160697773669824, 2.672387320247948, 4.890592939834445, -3.6790622855265376, -0.3487851490113165, 0.7346322110676597, -2.272571685450284, 0.8911878571242573, -2.4479982130992006, 4.7778558944426806];163.62231899999995;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_666517
17;[3.71052316800001, -1.8147425];[-3.71052316800001, 1.8147425];0.0;True;[-0.07388065101840535, -1.580645336020484, -0.2922593437268901, 3.072407384406567, -1.3123695472735797, 4.3071434289486135, 2.9865935058575843, 2.3994959036793952, -1.6369480763691193, -3.2860768183528446];158.59462300000007;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_929373
18;[3.3726477600000138, -2.4999999999986784];[-3.3726477600000138, 2.4999999999986784];0.0;True;[0.17515545584006453, -0.672249303966737, -3.646014553194392, -4.932609295259821, -2.0831992336427483, 0.08405835946132001, -0.22345084301524487, -1.5573099132628707, 0.36035446364316126, 1.4363633372466902];162.13591689999987;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_952717
19;[3.8344099680000103, -2.4999999999969273];[-3.8344099680000103, 2.4999999999969273];0.0;True;[-1.6357666935818251, -4.597080316022496, 2.9808829433055193, 4.232721183204097, -0.36727842221704954, -0.46179501140415624, 1.3459227303279162, 3.1713575153736464, 1.8459405444683874, 3.804064600968653];157.27558319999991;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_215111
20;[3.6924340320000084, -2.499999999996537];[-3.6924340320000084, 2.499999999996537];0.0;True;[4.14364621907324, 4.582774590569832, 3.075605779975538, -4.090524108531113, -0.23680879297494162, -1.6909519396339823, 3.8861433766360225, -0.8266202366120332, -1.7925713377208163, -3.3046746630737767];162.378643;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_241062
21;[3.7528185600000095, -2.499999999960024];[-3.7528185600000095, 2.499999999960024];0.0;True;[1.622110971333245, -0.19489890717265368, -3.6928663067102763, 4.626909867036273, 0.3440843719815021, 4.8113897381867705, -2.5793087153285943, 4.96220811893213, -0.5535632405258948, -2.8044563671068734];159.16251609999995;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_754455
22;[3.2254092000000014, -2.499999999997829];[-3.2254092000000014, 2.499999999997829];0.0;True;[-2.5807070580676426, -1.2333433759776637, -4.487862096531746, -4.351425497070908, -0.05573586033322542, 0.08452256512915923, -2.5013571945003035, -4.346155142584198, 2.934814333913157, -1.3382556357168998];162.56889539999997;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_532832
23;[4.002929496000007, -2.4999999999993454];[-4.002929496000007, 2.4999999999993454];0.0;True;[4.747196373852159, 4.500870542819433, 0.4668486221681123, -2.423097342831664, 0.5829210962115976, 1.547106460026039, 4.782130702249441, -0.6003841207619045, 4.923502525790376, -0.4062754570643712];158.99707489999992;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_731062
24;[3.4208118720000096, -2.499999999999488];[-3.4208118720000096, 2.499999999999488];0.0;True;[0.10743815520517064, -1.3670601691773667, -3.0712855102505343, -1.1329785050848518, -2.490673148197813, 0.2517050978967674, 2.8934667320145904, -0.7900215631910248, -3.7433805848988886, 0.5137192645787074];161.83797890000005;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_879226
25;[3.1046911200000027, -2.4999999999978573];[-3.1046911200000027, 2.4999999999978573];0.0;True;[1.9634320455296672, -1.0380457107319963, -3.6310163894313154, -2.661993058109541, -3.7189821112224553, -2.526411535239821, -4.555348290090264, -4.878633172995082, -3.4904525878172867, 1.0731660203817475];164.15706969999997;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_356699
26;[3.76154107200001, -2.4999999998861138];[-3.76154107200001, 2.4999999998861138];0.0;True;[2.7444302156933436, 3.613476635562476, -4.0679018433985945, -0.4628826154686063, 4.179287216656331, 3.5553330644017773, 3.596010505680349, -0.8912992349334399, -2.5394974449845185, -2.7815325763003305];161.17093990000012;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_818281
27;[3.765829968000012, -2.4999999997529896];[-3.765829968000012, 2.4999999997529896];0.0;True;[-1.3350224287233736, 4.075178082247778, 4.497138232425218, -4.166967176684713, -0.9853232340031148, 1.6738532835585946, -0.9032525963535569, -0.8038201704969765, 0.43247916064609804, 4.65979039760909];158.63068049999993;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_832759
28;[3.5227725120000053, -2.4999999999388356];[-3.5227725120000053, 2.4999999999388356];0.0;True;[-2.0418842107649238, -1.085196576483467, 3.572254116827171, -0.842527420623103, 0.3327638270947446, -1.5425023523981798, -0.06091796576465036, -4.180877182514868, 2.734943585243572, -0.9947073588855506];164.63795570000002;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_897707
29;[3.7894968720000035, -2.499999999999402];[-3.7894968720000035, 2.499999999999402];0.0;True;[4.59845728965424, -0.25464659553683955, -3.159155071531176, 4.717864528280801, 3.22375216443443, 3.951476643164293, -2.1724556148963927, -2.492095591974791, -3.4121049893923896, 3.238566026186957];161.77583700000014;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_940613
30;[3.409414848000003, -2.4999999999992504];[-3.409414848000003, 2.4999999999992504];0.0;True;[-3.215548114297758, -1.3404628041504942, 1.3715994551254802, 4.183240177783139, -3.7621640560028338, 2.996831903408271, -4.383102480310787, -1.8381736682032104, 1.1164210187717671, -4.485366282242565];160.2981678000001;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_250104
31;[3.6655351200000075, -1.080847];[-3.6655351200000075, 1.080847];0.0;True;[-4.035910668087377, 4.3644526223145, 4.027975222290557, -4.150064272566548, 3.0004343227727617, 2.2629893431933743, 3.7619714850201955, -4.831282172831939, 1.1320885778556757, -3.031941014058436];168.90275629999996;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_248458
32;[3.9053957760000064, -2.4999999999994693];[-3.9053957760000064, 2.4999999999994693];0.0;True;[-3.321126500832381, 4.69948622616238, -1.724322077132098, 1.574919761114403, 1.720164502560925, 3.615820699785882, 0.22152783839373047, 0.8088376330626108, 1.9835391597748506, 4.026513988862082];153.12504020000006;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_564568
33;[3.869271504000002, -2.4999999999990705];[-3.869271504000002, 2.4999999999990705];0.0;True;[4.413014692343319, 2.7524914357138774, -4.198340055766092, 0.631637229818419, 4.2326227305156845, 4.123708099937636, 2.328485622844835, 3.61359167499576, -1.62268579807873, -4.341557484826559];162.94878070000004;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_884175
34;[4.072624272000002, -2.3013231];[-4.072624272000002, 2.3013231];0.0;True;[1.2114881949691796, 1.6945787754239507, -0.01763007862567445, 4.768680996136464, 4.298111462897188, 4.635296098195651, -1.7206232488681694, 3.1651979747476915, 4.294162905897007, -0.981844800965062];158.44583629999988;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_437995
35;[3.7116725040000076, -2.2810749];[-3.7116725040000076, 2.2810749];0.0;True;[0.8168493922146638, 3.506322648959543, 2.87361122238781, 1.1741891314163464, 0.9287262980907265, 0.26416884569672483, -0.16634048473468077, -2.204226771948705, -0.17551994711003527, -2.3810641809043287];158.69051480000007;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_361422
36;[3.3545031120000015, -2.499999999996666];[-3.3545031120000015, 2.499999999996666];0.0;True;[-1.153419025984408, 2.8575301304951655, -1.5260134933063219, -2.1832577084773366, -3.300007730302803, -3.325033848897696, -0.4663543956713152, -3.3198931295678347, -1.72202096631663, 2.2395454738391862];162.25355149999996;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_819813
37;[3.5590501440000004, -2.497887315];[-3.5590501440000004, 2.497887315];0.0;True;[-2.034316111118283, 3.6054491504782558, 0.35626820708300855, 2.2022484575721757, -4.999342595556623, -4.051503792329386, -4.2793496717266795, -0.05802305930066787, 4.949490677163039, 1.8799474654389474];164.68572330000006;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_114228
38;[3.36625912800001, -2.499999999997816];[-3.36625912800001, 2.499999999997816];0.0;True;[-4.481462427726276, -0.44532407450787304, -3.973606131311158, -2.4380350476904256, -1.048511566568553, 4.1310918974990045, 4.099908642966126, -2.2014236187480374, -1.250908308929739, -3.746419291926806];162.45721830000002;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_633733
39;[3.683238696000013, -2.4999999999983036];[-3.683238696000013, 2.4999999999983036];0.0;True;[4.452078841958281, 0.7958349496736572, -2.6174423074087763, -3.543551676230262, 0.21510924520187746, -1.5971889163113264, 3.3170040001077172, -1.3425678510972627, 4.494549283865602, -0.8535130068993011];160.27357329999995;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_486097
40;[3.5301966480000004, -1.343623];[-3.5301966480000004, 1.343623];0.0;True;[-2.9489919281105195, -1.4540963384413619, -0.011004164723819265, -3.696387766257242, 2.7382420561045, 2.5497741866900556, -1.283042969475944, -0.7018358619040557, 1.0128140613168117, 0.029580537427599474];158.30994179999993;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_652782
41;[3.4829101440000123, -1.6756717];[-3.4829101440000123, 1.6756717];0.0;True;[-2.17269661118096, 1.0807668048200805, -2.3550346746814954, -3.5203834975936954, 1.5270677501648064, 2.2730428472878152, 2.857474894891949, -3.0361266349508287, -2.0303185535000976, -0.5779411415977611];160.76915629999985;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_190201
42;[3.3543957600000036, -2.499999999997673];[-3.3543957600000036, 2.499999999997673];0.0;True;[-1.720526175173227, -4.443491173113073, -0.6536165473874771, -1.7781995414244003, -1.2023099535786406, 3.7172382924149936, -2.020103871885197, 0.6393628198886612, 0.3124687577082774, -4.754735057623166];160.92023219999987;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_50255
43;[3.5565858000000117, -2.4999999999932494];[-3.5565858000000117, 2.4999999999932494];0.0;True;[-4.165794922103991, 2.4202612073670213, 2.3587317821257727, 0.566748452069195, -1.2937900968036997, 2.490861270517488, 4.306758822590599, -2.6642104154085713, -2.072354990276728, -4.490460500818639];164.42516809999984;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_93581
44;[3.586343040000009, -2.49999999995802];[-3.586343040000009, 2.49999999995802];0.0;True;[1.930210692158881, 4.584981537531442, 2.154145293392485, -2.0609680008822084, -2.90514981206474, -1.4422842549931003, -2.5265817335512297, -3.649589089087546, -1.472039855787619, 4.221663336900823];163.8608824999999;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_192497
45;[3.2711018400000125, -2.499999999995758];[-3.2711018400000125, 2.499999999995758];0.0;True;[3.367798462598424, -4.689469805452347, -4.709794475604461, 0.2591959994569635, 0.7224635064851377, -0.865267234060183, 1.0141545621009262, -4.618059158444297, -2.9299090534422345, -3.311226679377679];165.1178763999999;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_915414
46;[3.460604472000001, -2.3436737];[-3.460604472000001, 2.3436737];0.0;True;[-2.435479873383052, -2.7879124427183877, 0.3727856620225314, 3.7994650450574134, -0.48807503310459666, -4.435293137888921, -3.6554604854824504, 4.914998369512608, 2.727623326510721, -4.99951161896231];160.68041209999978;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_237666
47;[3.4750499040000076, -2.3138418];[-3.4750499040000076, 2.3138418];0.0;True;[1.4897106001279692, -4.056591982482387, -3.199266971360686, -1.4284153210296013, -3.0605555424205475, -1.8438219305003178, -1.1948414424631295, 4.875914131223645, -1.6392823671737777, 3.7391144076823952];153.54377419999992;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_989611
48;[3.857710968000014, -2.4999999999998055];[-3.857710968000014, 2.4999999999998055];0.0;True;[4.170416667448263, -3.209610929272051, -0.9493342683656492, 3.1985270389534293, -1.501659017731881, 4.197934758912986, 1.98633627500009, 1.5935074380487722, 2.596374732539731, -0.6847792529816843];148.59781350000003;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_261402
49;[3.678807456000008, -1.9857748];[-3.678807456000008, 1.9857748];0.0;True;[-2.016040576443332, 3.7495672200993084, 2.1191134498689648, -2.0350868846692682, -1.1655723877581439, 4.838278180491672, 0.6059344506893138, -0.7055019406198344, 2.5147161061840784, -4.790231766063772];154.64485790000003;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_538467
50;[3.7209676320000136, -2.496157176];[-3.7209676320000136, 2.496157176];0.0;True;[-3.8848486244513234, -4.133668671146924, -4.341369904057874, 4.480812443441678, 4.4729260500816945, 3.393084648668129, 0.11626170998524898, 3.2520246595492353, -1.9388041210179061, 3.650596105046427];150.8997609999999;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_162360
51;[2.5315200000000093, -2.47531935];[-2.5315200000000093, 2.47531935];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];159.39192430000003;15.209644399999888;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_184518
52;[2.8339951680000084, -2.46702619];[-2.8339951680000084, 2.46702619];0.0;True;[-5.0, -5.0, -5.0, -1.1619380771143173, -1.7223241476695748, 1.887744573926864, -5.0, -5.0, -5.0, -5.0];162.12011580000035;15.209644399999888;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_447354
53;[2.7746243280000056, -1.205083];[-2.7746243280000056, 1.205083];0.0;True;[5.0, -5.0, -5.0, -5.0, -5.0, -4.4319709391796245, -5.0, -5.0, -5.0, -4.313195320361416];169.85341330000028;15.209644399999888;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_268526
54;[3.008804616000005, -1.9460511];[-3.008804616000005, 1.9460511];0.0;True;[-3.332826055242904, -5.0, -5.0, -0.936102937703752, -1.2460079907772426, -0.004086070004380105, -5.0, -5.0, 2.615556587848661, -5.0];158.69431609999992;15.209644399999888;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_672571
55;[3.0189948480000006, 0.5478459999999998];[-3.0189948480000006, -0.5478459999999998];0.0;True;[-3.376918990263511, -5.0, -0.8114426966771218, -2.545356875680363, -1.5360383495963639, 2.01091531807967, -5.0, -5.0, -5.0, -1.1728839181336657];156.88869939999995;15.209644399999888;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_781015
56;[2.692618848000011, -2.48884655];[-2.692618848000011, 2.48884655];0.0;True;[-5.0, -5.0, -2.209501466792569, -5.0, -5.0, -3.857956323422774, -5.0, -5.0, -1.4742430702926934, -5.0];161.72287000000006;14.297212599999966;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_446714
57;[2.681925336000007, -2.48939564];[-2.681925336000007, 2.48939564];0.0;True;[-5.0, -5.0, 1.5191275634741803, -4.694988624458119, -4.992359121540572, -5.0, -5.0, -4.932885812637344, -4.935684209092951, -5.0];166.90085790000012;14.297212599999966;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_4673
58;[2.7998676000000056, -2.499999999997242];[-2.7998676000000056, 2.499999999997242];0.0;True;[-4.759657068480496, -5.0, -5.0, -0.7250621287748507, -5.0, -5.0, 1.2996130724569745, -5.0, -5.0, -3.391379465200115];156.86831489999986;14.297212599999966;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_530434
59;[2.6780976000000125, -2.499999999996678];[-2.6780976000000125, 2.499999999996678];0.0;True;[-5.0, -5.0, -4.6808624762939885, -5.0, -4.931215497541201, -5.0, -5.0, -4.737838576520088, 1.1359314290318059, -5.0];158.2676434;14.297212599999966;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_945032
60;[2.625948072000006, -2.499999999885394];[-2.625948072000006, 2.499999999885394];0.0;True;[-4.9337932150162835, -5.0, -0.9454006811541316, -5.0, -4.944673448985725, -4.971467288402761, -4.851747772489353, -5.0, -5.0, -4.981234146000005];156.5109848000002;14.297212599999966;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_178821
61;[2.9541654720000032, -2.499999999997925];[-2.9541654720000032, 2.499999999997925];0.0;True;[-3.0228552747506727, -5.0, -5.0, -5.0, 3.5883701862189312, -0.7955125177087368, -5.0, -5.0, -5.0, -0.20308310100832205];157.60689290000028;13.893500299999687;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_573646
62;[2.849504400000008, 3.2839460000000003];[-2.849504400000008, -3.2839460000000003];0.0;True;[-5.0, -5.0, -0.5567072769499397, -5.0, -5.0, -4.64464003622175, -5.0, 2.835288406772145, -5.0, -2.9124415698971426];157.98733419999962;13.893500299999687;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_317493
63;[2.738027016000011, -2.4999999999990346];[-2.738027016000011, 2.4999999999990346];0.0;True;[-3.4748951426434243, -5.0, -5.0, -4.004660504450689, -5.0, -4.782040552172344, 1.8221125368761717, -5.0, -5.0, -5.0];159.46029950000002;13.893500299999687;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_981014
64;[2.9722248000000064, -2.499999999996919];[-2.9722248000000064, 2.499999999996919];0.0;True;[-4.9337932150162835, -5.0, -0.9491623531640796, -5.0, -4.873442517833714, 4.34442385579832, -4.898732012492456, 1.6949310436369514, -5.0, -4.981234146000005];154.12950180000007;13.893500299999687;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_225573
65;[2.813411448, -1.7771713999999998];[-2.813411448, 1.7771713999999998];0.0;True;[-1.1903633697747051, -4.993867349396256, -5.0, -5.0, 4.1445718262325375, -5.0, -5.0, -4.985105550865694, -5.0, -4.924711911608204];164.63399600000002;13.893500299999687;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_872571
66;[2.7079248240000076, -2.45258296];[-2.7079248240000076, 2.45258296];0.0;True;[-4.763948031646253, -5.0, -5.0, 2.9177268372535448, -5.0, -5.0, -5.0, -5.0, -5.0, -4.986881360701577];168.6720422999997;15.540488399999958;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_382921
67;[2.625989112000002, -2.1549992];[-2.625989112000002, 2.1549992];0.0;True;[-5.0, -5.0, -5.0, -0.6264337517253518, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];168.8603503000004;15.540488399999958;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_355447
68;[2.6971492320000126, -2.490422466];[-2.6971492320000126, 2.490422466];0.0;True;[-5.0, -1.3472920344121975, -5.0, -1.1325764559624893, -5.0, -4.852106766138485, -5.0, -5.0, -5.0, -5.0];177.1441901000003;15.540488399999958;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_641918
69;[3.053112264000013, -2.4999999998032765];[-3.053112264000013, 2.4999999998032765];0.0;True;[-5.0, -5.0, -5.0, 0.5597381668509627, -5.0, 3.189911776953748, 2.3326349754297295, -3.576744028680684, -3.357737595785643, -5.0];168.64012999999977;15.540488399999958;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_97173
70;[3.182192784000004, -2.4999999999983653];[-3.182192784000004, 2.4999999999983653];0.0;True;[-4.979956136456081, -1.3404628041504942, -4.887811549945857, 4.183240177783139, -3.7621640560028338, 2.996831903408271, -4.383102480310787, -4.974115056797173, 2.270759564411642, -4.999499851046252];159.82943330000035;15.540488399999958;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_515371
71;[2.991306240000005, -2.49999999999925];[-2.991306240000005, 2.49999999999925];0.0;True;[-5.0, 5.0, -2.6478992169168185, -5.0, -5.0, -4.644591704118604, 2.855577344329957, -5.0, -4.392318312447046, -4.884365101714814];158.9732954000001;16.454158500000176;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_465813
72;[3.106492992000012, -2.499999999998924];[-3.106492992000012, 2.499999999998924];0.0;True;[1.198406440994729, -1.0554018639251215, -5.0, -5.0, -5.0, -0.6720311173029216, 2.17074593921466, -3.3876639901462333, -4.927842203131719, -1.7070989476873444];152.64904609999985;16.454158500000176;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_254526
