eval_id;objectives;objectives_maxspace;cv;is_feasible;variables;evaluation_time;algorithm_time;workdir
40;[3.7152753840000026, -1.9711903];[-3.7152753840000026, 1.9711903];0.0;True;[3.2976537538834574, 1.4214147478880292, -3.760521970071812, 4.033606282941795, 4.076947359203411, -0.8172296054713959, 3.85763988695021, 0.9878442058743584, -3.3378043110939917, -4.9560244894422745];162.2181536000062;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_204092
41;[3.7849723200000103, -2.4999999999998166];[-3.7849723200000103, 2.4999999999998166];0.0;True;[-3.0183473761336908, 1.2059540832328004, 4.474457164091149, 1.1811781565000725, 1.7889567972004716, 2.9070156992581175, -3.115491843802307, 3.9766685944546296, 1.4134115989155251, -2.783566535766062];156.78991050000332;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_525044
42;[3.6879267600000016, -2.499999999997893];[-3.6879267600000016, 2.499999999997893];0.0;True;[-4.504001170282338, 1.9770195902854129, 1.7898367101195989, -1.080437610131706, -1.3921697046416814, 3.6211298507632375, -2.0500568872560834, 0.21262622756055904, 1.0040801797670529, 3.9593216291251956];155.85186280000198;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_232242
43;[3.983366808000002, -2.499999999999271];[-3.983366808000002, 2.499999999999271];0.0;True;[4.297313712224941, 1.225502170381735, 4.008139507557555, -1.636600211664824, 0.660032886070713, 3.1302842541604843, 2.5253109022790827, 4.603745803509412, -0.1417309561847251, -1.4568717341956052];153.60196279999946;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_19433
44;[3.517028640000003, -2.137269];[-3.517028640000003, 2.137269];0.0;True;[0.6776229106831799, -0.41744586156701313, -1.1100943046998593, -4.189720509655473, -3.2915905968054124, 4.777733556030782, 0.35329399457756594, -3.043238610830943, 0.8292317983105768, 1.0396223321556217];154.78142320000188;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_424604
45;[3.757036392000007, -2.1284139];[-3.757036392000007, 2.1284139];0.0;True;[-0.49025427099355223, -3.3899623701880643, 1.5186048814923456, -0.6303034997078836, 4.096971799063121, 1.979315040812752, 3.3055872040681713, 1.8851794957703119, 1.156591005095473, -2.694849437104736];156.92083450000064;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_988039
46;[3.364482528000007, -2.1390143];[-3.364482528000007, 2.1390143];0.0;True;[3.238729085864062, -3.1947239189765453, -2.7821032210462358, -3.863380069769944, 4.269709556665202, 1.3551417368440344, -3.274162348160891, -3.911504918621478, -3.7708287372200147, 0.4961925472028632];158.5857787999994;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_857386
47;[3.732857136000009, -2.499999999996627];[-3.732857136000009, 2.499999999996627];0.0;True;[-2.006478914393164, 2.2573895548337077, -4.162903288858112, 4.204573157967374, 1.3724010832154532, -0.9617171931100321, 1.1503485781620366, 0.32992655094719403, 0.7104849506962276, 2.7234409805382933];154.85859869999695;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_730410
48;[3.4349469120000116, -2.4999999999870894];[-3.4349469120000116, 2.4999999999870894];0.0;True;[-1.3152287192171395, -2.671823495820589, -2.424492476937731, 1.6756455022534666, 0.8129250757685913, -0.45395059018574546, -2.4021844926400915, -0.6980508845437985, -3.3341905839136987, 2.63671728478144];157.98998189999838;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_802759
49;[3.9923606160000014, -1.7284229];[-3.9923606160000014, 1.7284229];0.0;True;[2.2860095247946175, 2.7417592003705185, -1.1358364703981785, 3.6445157174480567, 2.0268005303073178, -1.65284531545998, 0.7568209442937501, 1.8114789427400426, 3.0697130304016103, 4.083063789716471];153.38467189999938;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_929268
50;[3.386486016000001, -2.4999999999979616];[-3.386486016000001, 2.4999999999979616];0.0;True;[-4.284829669352473, 2.7059817749808683, -2.099413949106644, -2.639105781765233, -1.9360104505901345, -0.5702837834026662, 3.769008399464406, -3.9931276787024728, 0.4257780281032053, -1.7962119240642815];147.9708238999956;;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_774161
51;[2.563830360000005, -2.490332433];[-2.563830360000005, 2.490332433];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.5041531805770116, -5.0];152.06334070000594;16.42241340000328;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_779109
52;[2.8812408480000107, -2.4999999999985834];[-2.8812408480000107, 2.4999999999985834];0.0;True;[-5.0, -5.0, -0.8312591921648602, -5.0, 0.3100694439776275, -5.0, -5.0, -5.0, 0.6115838296403, -3.899611640142247];150.60556859999633;16.42241340000328;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_83957
53;[2.787607008000001, 0.321844];[-2.787607008000001, -0.321844];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, 0.16800398154730445, -5.0, 1.6878719575792989, -5.0, -5.0];150.38852070000576;16.42241340000328;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_965944
54;[2.962223568000008, -2.497314957];[-2.962223568000008, 2.497314957];0.0;True;[-5.0, -5.0, -5.0, -1.7369510320187076, -1.62746895937323, 3.2803104885732246, -5.0, -5.0, 0.02406932679779672, -5.0];148.12039280000317;16.42241340000328;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_115852
55;[3.179534256000011, -2.2006004];[-3.179534256000011, 2.2006004];0.0;True;[-3.2873634010187276, -5.0, -5.0, 0.6557011033511904, -4.429736520604253, -1.0493743786160619, -5.0, -1.5934920027102866, 3.6183389935654144, 1.0865809933252768];145.8649046999999;16.42241340000328;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_643028
56;[2.693371176000006, -2.499999999992814];[-2.693371176000006, 2.499999999992814];0.0;True;[-3.67655522796539, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.109355196362768, 0.27901790155362516, -5.0];162.79399299999932;8.688971900002798;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_347771
57;[2.9680788960000095, -1.189547];[-2.9680788960000095, 1.189547];0.0;True;[5.0, -2.2771267987895536, -5.0, -5.0, -4.349887705457735, -4.8864418604462445, -5.0, -2.959610740481533, -0.31587982903246115, -5.0];166.05941029999667;8.688971900002798;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_109201
58;[2.794432608000011, -2.4999999996881455];[-2.794432608000011, 2.4999999996881455];0.0;True;[-5.0, -5.0, -5.0, -0.21780845637250312, -5.0, 0.6073680736073932, -5.0, -3.2176898244014485, -5.0, -5.0];164.61464400000114;8.688971900002798;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_893145
59;[2.86855387200001, -2.4999999999988654];[-2.86855387200001, 2.4999999999988654];0.0;True;[-4.784196591510664, -5.0, -4.38105218803818, -4.827394454632, -5.0, 3.028655725894007, -5.0, -5.0, 1.532265754911517, -4.964850441703449];161.29905780000263;8.688971900002798;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_23407
60;[2.92535798400001, -2.497365032];[-2.92535798400001, 2.497365032];0.0;True;[-5.0, -5.0, 4.585990486280963, -5.0, -4.988648530824887, -4.926993466186562, -3.090965052060687, -5.0, 1.472586212893665, -4.818739136209698];175.7051089000015;8.688971900002798;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_783580
61;[3.0441532320000104, -2.0201029];[-3.0441532320000104, 2.0201029];0.0;True;[-4.189232176588705, -5.0, -5.0, 0.06739043110557041, -2.359978148237252, -0.6162430310033189, -5.0, -4.229693163418019, 3.5593178707679023, -3.4985406154422103];158.26330349999625;12.814942999997584;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_875708
62;[2.97852487200001, -2.4999999999933205];[-2.97852487200001, 2.4999999999933205];0.0;True;[0.28240096872525555, -5.0, -5.0, -5.0, -2.327830859010403, 0.88713615426692, -5.0, -5.0, -0.699760449686555, -2.4472796489088684];161.23263589999988;12.814942999997584;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_881137
63;[3.098221272000004, -1.386707];[-3.098221272000004, 1.386707];0.0;True;[-2.3237030168770776, -4.099926433334048, 0.7295120211926616, -1.9042052136093979, -1.7207177209414573, 1.2552924084254595, -4.813550963135103, -4.091256892232931, -3.5312984608876077, -3.2640218916564887];165.80545500000153;12.814942999997584;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_108696
64;[2.943998568000011, -2.499999999996269];[-2.943998568000011, 2.499999999996269];0.0;True;[-2.3764906978221494, -5.0, 0.831778953999458, -5.0, -5.0, 1.4140016857500148, -5.0, -4.027998670056323, -3.4869468642005805, -3.258103619413841];164.04523640000116;12.814942999997584;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_707767
65;[2.8339141680000095, -1.169462];[-2.8339141680000095, 1.169462];0.0;True;[-4.808528548133336, -4.993741833949749, -4.369987628741328, -4.860060379601757, -1.6633710288116434, 1.259854217553606, -4.80604312121798, -4.963082107554854, -3.5312984608876077, -3.2640218916564887];163.78322190000472;12.814942999997584;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_242416
66;[2.7168300720000067, -2.4999999999986113];[-2.7168300720000067, 2.4999999999986113];0.0;True;[-5.0, -1.8280274458378507, -5.0, -5.0, -5.0, -3.7155683005788775, -5.0, -5.0, -0.877224571573568, -5.0];162.11028819999774;12.752748699997028;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_923387
67;[2.6316068400000088, -2.3246037];[-2.6316068400000088, 2.3246037];0.0;True;[-4.982477078594741, -5.0, -5.0, -5.0, -5.0, -4.783691059996718, -5.0, -2.1037976583130424, -3.5041531805770116, -4.992243922452723];163.42798989999574;12.752748699997028;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_25132
68;[2.755244808000004, -2.4993053423];[-2.755244808000004, 2.4993053423];0.0;True;[-5.0, -5.0, -4.115397245079521, -4.489094713542752, -5.0, -5.0, -4.300354808506286, -2.111383953782173, -3.079605292700894, -1.5465241559228948];159.89960620000056;12.752748699997028;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_935040
69;[2.926550304000006, -2.4999999999994076];[-2.926550304000006, 2.4999999999994076];0.0;True;[-4.943263663978786, -5.0, 0.7318582242570244, -5.0, -5.0, 1.3105788278245765, -4.9912962263410785, -2.1320263312534236, -3.530641759687743, -3.1567472959445877];160.26039049999963;12.752748699997028;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_577192
70;[2.580731928000013, -2.41801532];[-2.580731928000013, 2.41801532];0.0;True;[-5.0, -5.0, -5.0, -5.0, -5.0, -4.981980262506909, -5.0, -5.0, -2.7396801115545237, -5.0];165.1554438000021;12.752748699997028;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_516437
71;[3.3870538800000043, -2.499999999999438];[-3.3870538800000043, 2.499999999999438];0.0;True;[0.7814607144784897, -1.3995584241156034, -4.899526514884858, 1.619084812358511, -0.6516900030976487, 2.5426467546236164, -2.4399900612918572, -5.0, 1.3106510868388934, -2.2550052345990856];159.21642440000142;12.546318400003656;C:\Users\guoji\Desktop\python3_11_test\suite\runners\LayeredBeam\runs\LB\sim_99883
